"","filename","ATTRIBUTE_CollectionNumber","ATTRIBUTE_Family","ATTRIBUTE_Genus","ATTRIBUTE_Species","ATTRIBUTE_Genus_species","ATTRIBUTE_SpeciesCode","ATTRIBUTE_Latitude","ATTRIBUTE_Longitude"
"206","MD00207.mzXML","LC-4268B","Myrtaceae","Eugenia","florida","Eugenia_florida","eugflo",-14.1892,-68.3339
"207","MD00208.mzXML","LC-4295B","Lauraceae","Beilschmiedia","tovarensis","Beilschmiedia_tovarensis","beitov",-14.1892,-68.3339
"208","MD00209.mzXML","LC-4279B","Lauraceae","Aniba","muca","Aniba_muca","animuc",-14.1892,-68.3339
"209","MD00210.mzXML","LC-4157B","Fabaceae","Inga","edulis","Inga_edulis","ingedu",-14.1892,-68.3339
"210","MD00211.mzXML","LC-4305B","Fabaceae","Inga","heterophylla","Inga_heterophylla","inghet",-14.1892,-68.3339
"211","MD00212.mzXML","LC-4185B","Fabaceae","Inga","alba","Inga_alba","ingalb",-14.1892,-68.3339
"212","MD00213.mzXML","LC-4304B","Lauraceae","Rhodostemonodaphne","longiflora","Rhodostemonodaphne_longiflora","rholon",-14.1892,-68.3339
"213","MD00214.mzXML","LC-4174B","Lauraceae","Nectandra","NCH-72","Nectandra_NCH-72","necNCH72",-14.1892,-68.3339
"214","MD00215.mzXML","LC-4338B","Lauraceae","Nectandra","JCS-9565","Nectandra_JCS-9565","necJCS9565",-14.1892,-68.3339
"215","MD00216.mzXML","LC-4223B","Theaceae","Gordonia","fruticosa","Gordonia_fruticosa","gorfru",-14.1892,-68.3339
"216","MD00217.mzXML","LC-4367B","Chrysobalanaceae","Hirtella","triandra","Hirtella_triandra","hir2tri",-14.1892,-68.3339
"217","MD00218.mzXML","LC-4225C","Theaceae","Gordonia","fruticosa","Gordonia_fruticosa","gorfru",-14.1892,-68.3339
"218","MD00219.mzXML","LC-4120B","Fabaceae","Inga","edulis","Inga_edulis","ingedu",-14.1892,-68.3339
"219","MD00220.mzXML","LC-4217B","Lauraceae","Beilschmiedia","tovarensis","Beilschmiedia_tovarensis","beitov",-14.1892,-68.3339
"220","MD00221.mzXML","LC-4285B","Lauraceae","Ocotea","aciphylla","Ocotea_aciphylla","ocoaci",-14.1892,-68.3339
"221","MD00222.mzXML","LC-4276B","Lauraceae","Pleurothyrium","trianae","Pleurothyrium_trianae","ple3tri",-14.1892,-68.3339
"222","MD00223.mzXML","LC-4118B","Lauraceae","Pleurothyrium","trianae","Pleurothyrium_trianae","ple3tri",-14.1892,-68.3339
"223","MD00224.mzXML","LC-4267B","Lauraceae","Ocotea","puberula","Ocotea_puberula","ocopub",-14.1892,-68.3339
"224","MD00225.mzXML","LC-4146B","Lauraceae","Rhodostemonodaphne","kunthiana","Rhodostemonodaphne_kunthiana","rhokun",-14.1892,-68.3339
"225","MD00226.mzXML","LC-4092B","Lauraceae","Persea","peruviana","Persea_peruviana","per6per",-14.1892,-68.3339
"226","MD00227.mzXML","AF-19364","Lauraceae","Ocotea","ECQ-72","Ocotea_ECQ-72","ocoECQ72",-14.1892,-68.3339
"227","MD00228.mzXML","AF-19451","Clethraceae","Clethra","AF-10699","Clethra_AF-10699","cle3AF10699",-14.1892,-68.3339
"228","MD00229.mzXML","AF-19430","Solanaceae","Solanum","clandestinum","Solanum_clandestinum","solcla",-14.1892,-68.3339
"229","MD00230.mzXML","AF-19388","Clethraceae","Clethra","AF-10699","Clethra_AF-10699","cle3AF10699",-14.1892,-68.3339
"230","MD00231.mzXML","AF-19412","Clethraceae","Clethra","AF-10699","Clethra_AF-10699","cle3AF10699",-14.1892,-68.3339
"231","MD00232.mzXML","AF-19369","Lauraceae","Persea","AF-15646","Persea_AF-15646","per6AF15646",-14.1892,-68.3339
"232","MD00233.mzXML","AF-19422","Solanaceae","Solanum","maturecalvans","Solanum_maturecalvans","solmat",-14.1892,-68.3339
"233","MD00234.mzXML","AF-19405","Clethraceae","Clethra","AF-10699","Clethra_AF-10699","cle3AF10699",-14.1892,-68.3339
"234","MD00235.mzXML","AF-19409","Rosaceae","Prunus","integrifolia","Prunus_integrifolia","pru2int",-14.1892,-68.3339
"235","MD00236.mzXML","AF-19377","Rosaceae","Prunus","integrifolia","Prunus_integrifolia","pru2int",-14.1892,-68.3339
"236","MD00237.mzXML","AF-19396","Melastomataceae","Tibouchina","calycina","Tibouchina_calycina","tibcal",-14.1892,-68.3339
"237","MD00238.mzXML","AF-19404","Lauraceae","Ocotea","ECQ-72","Ocotea_ECQ-72","ocoECQ72",-14.1892,-68.3339
"238","MD00239.mzXML","AF-19406","Clethraceae","Clethra","AF-10699","Clethra_AF-10699","cle3AF10699",-14.1892,-68.3339
"239","MD00240.mzXML","AF-19415","Clethraceae","Clethra","AF-10699","Clethra_AF-10699","cle3AF10699",-14.1892,-68.3339
"240","MD00241.mzXML","AF-19371","Chloranthaceae","Hedyosmum","scabrum","Hedyosmum_scabrum","hedsca",-14.1892,-68.3339
"241","MD00242.mzXML","AF-19379","Rosaceae","Prunus","integrifolia","Prunus_integrifolia","pru2int",-14.1892,-68.3339
"242","MD00243.mzXML","AF-19375","Aquifoliaceae","Ilex","LC-3781","Ilex_LC-3781","ileLC3781",-14.1892,-68.3339
"243","MD00244.mzXML","AF-19453","Melastomataceae","Tibouchina","calycina","Tibouchina_calycina","tibcal",-14.1892,-68.3339
"244","MD00245.mzXML","AF-19455","Melastomataceae","Tibouchina","calycina","Tibouchina_calycina","tibcal",-14.1892,-68.3339
"245","MD00246.mzXML","AF-19423","Melastomataceae","Tessmannianthus","ECQ-74","Tessmannianthus_ECQ-74","tesECQ74",-14.1892,-68.3339
"246","MD00247.mzXML","AF-19437","Lauraceae","Ocotea","LC-3806","Ocotea_LC-3806","ocoLC3806",-14.1892,-68.3339
"247","MD00248.mzXML","AF-19424","Clusiaceae","Clusia","sphaerocarpa","Clusia_sphaerocarpa","clusph",-14.1892,-68.3339
"248","MD00249.mzXML","AF-19403","Clethraceae","Clethra","AF-10699","Clethra_AF-10699","cle3AF10699",-14.1892,-68.3339
"249","MD00250.mzXML","AF-19439","Solanaceae","Solanum","maturecalvans","Solanum_maturecalvans","solmat",-14.1892,-68.3339
"250","MD00251.mzXML","AF-19420","Solanaceae","Solanum","clandestinum","Solanum_clandestinum","solcla",-14.1892,-68.3339
"251","MD00252.mzXML","AF-19395","Melastomataceae","Miconia","boliviensis","Miconia_boliviensis","mic1bol",-14.1892,-68.3339
"252","MD00253.mzXML","AF-19413","Melastomataceae","Miconia","boliviensis","Miconia_boliviensis","mic1bol",-14.1892,-68.3339
"253","MD00254.mzXML","AF-19373","Lauraceae","Ocotea","ECQ-72","Ocotea_ECQ-72","ocoECQ72",-14.1892,-68.3339
"254","MD00255.mzXML","AF-19428","Lauraceae","Persea","LC-3703","Persea_LC-3703","per6LC3703",-14.1892,-68.3339
"255","MD00256.mzXML","AF-19361","Lauraceae","Ocotea","LC-3806","Ocotea_LC-3806","ocoLC3806",-14.1892,-68.3339
"256","MD00257.mzXML","AF-19427","Clethraceae","Clethra","AF-10699","Clethra_AF-10699","cle3AF10699",-14.1892,-68.3339
"257","MD00258.mzXML","AF-19387","Solanaceae","Solanum","clandestinum","Solanum_clandestinum","solcla",-14.1892,-68.3339
"258","MD00259.mzXML","AF-19386","Solanaceae","Solanum","maturecalvans","Solanum_maturecalvans","solmat",-14.1892,-68.3339
"259","MD00260.mzXML","AF-19456","Melastomataceae","Axinaea","glandulosa","Axinaea_glandulosa","axigla",-14.1892,-68.3339
"260","MD00261.mzXML","AF-19452","Melastomataceae","Axinaea","glandulosa","Axinaea_glandulosa","axigla",-14.1892,-68.3339
"261","MD00262.mzXML","AF-19454","Melastomataceae","Axinaea","glandulosa","Axinaea_glandulosa","axigla",-14.1892,-68.3339
"262","MD00263.mzXML","AF-19368","Solanaceae","Solanum","ochrophyllum","Solanum_ochrophyllum","soloch",-14.1892,-68.3339
"263","MD00264.mzXML","AF-19416","Clethraceae","Clethra","AF-10699","Clethra_AF-10699","cle3AF10699",-14.1892,-68.3339
"264","MD00265.mzXML","AF-19435","Melastomataceae","Miconia","boliviensis","Miconia_boliviensis","mic1bol",-14.1892,-68.3339
"265","MD00266.mzXML","AF-19458","Meliaceae","Ruagea","glabra","Ruagea_glabra","ruagla",-14.1892,-68.3339
"266","MD00267.mzXML","AF-19389","Meliaceae","Ruagea","glabra","Ruagea_glabra","ruagla",-14.1892,-68.3339
"267","MD00268.mzXML","AF-19393","Meliaceae","Ruagea","glabra","Ruagea_glabra","ruagla",-14.1892,-68.3339
"268","MD00269.mzXML","AF-19394","Meliaceae","Ruagea","glabra","Ruagea_glabra","ruagla",-14.1892,-68.3339
"269","MD00270.mzXML","AF-19359","Lauraceae","Ocotea","ECQ-72","Ocotea_ECQ-72","ocoECQ72",-14.1892,-68.3339
"270","MD00271.mzXML","AF-19397","Melastomataceae","Miconia","boliviensis","Miconia_boliviensis","mic1bol",-14.1892,-68.3339
"271","MD00272.mzXML","AF-19414","Clethraceae","Clethra","GAT-2810","Clethra_GAT-2810","cle3GAT2810",-14.1892,-68.3339
"272","MD00273.mzXML","AF-19438","Lauraceae","Ocotea","LC-3806","Ocotea_LC-3806","ocoLC3806",-14.1892,-68.3339
"273","MD00274.mzXML","AF-19391","Melastomataceae","Miconia","LC-3463","Miconia_LC-3463","mic1LC3463",-14.1892,-68.3339
"274","MD00275.mzXML","AF-19365","Melastomataceae","Miconia","LC-3463","Miconia_LC-3463","mic1LC3463",-14.1892,-68.3339
"275","MD00276.mzXML","AF-19370","Asteraceae","Critoniopsis","choquetangensis","Critoniopsis_choquetangensis","cricho",-14.1892,-68.3339
"276","MD00277.mzXML","AF-19402","Asteraceae","Critoniopsis","choquetangensis","Critoniopsis_choquetangensis","cricho",-14.1892,-68.3339
"277","MD00278.mzXML","AF-19367","Rosaceae","Prunus","integrifolia","Prunus_integrifolia","pru2int",-14.1892,-68.3339
"278","MD00279.mzXML","AF-19410","Rosaceae","Prunus","integrifolia","Prunus_integrifolia","pru2int",-14.1892,-68.3339
"279","MD00280.mzXML","AF-19450","Clethraceae","Clethra","AF-10699","Clethra_AF-10699","cle3AF10699",-14.1892,-68.3339
"280","MD00281.mzXML","AF-19448","Melastomataceae","Axinaea","glandulosa","Axinaea_glandulosa","axigla",-14.1892,-68.3339
"281","MD00282.mzXML","AF-19383","Melastomataceae","Miconia","boliviensis","Miconia_boliviensis","mic1bol",-14.1892,-68.3339
"282","MD00283.mzXML","AF-19374","Lauraceae","Ocotea","LC-3806","Ocotea_LC-3806","ocoLC3806",-14.1892,-68.3339
"283","MD00284.mzXML","AF-19362","Solanaceae","Solanum","maturecalvans","Solanum_maturecalvans","solmat",-14.1892,-68.3339
"284","MD00285.mzXML","AF-19366","Lauraceae","Ocotea","ECQ-72","Ocotea_ECQ-72","ocoECQ72",-14.1892,-68.3339
"285","MD00286.mzXML","AF-19360","Lauraceae","Ocotea","LC-3806","Ocotea_LC-3806","ocoLC3806",-14.1892,-68.3339
"286","MD00287.mzXML","AF-19382","Clethraceae","Clethra","cardenasii","Clethra_cardenasii","cle3car",-14.1892,-68.3339
"287","MD00288.mzXML","AF-19400","Sabiaceae","Meliosma","petalodentata","Meliosma_petalodentata","melpet",-14.1892,-68.3339
"288","MD00289.mzXML","AF-19418","Melastomataceae","Axinaea","glandulosa","Axinaea_glandulosa","axigla",-14.1892,-68.3339
"289","MD00290.mzXML","AF-19459","Symplocaceae","Symplocos","mapiriensis","Symplocos_mapiriensis","sym2map",-14.1892,-68.3339
"290","MD00291.mzXML","AF-19446","Symplocaceae","Symplocos","AF-19446","Symplocos_AF-19446","sym2AF19446",-14.1892,-68.3339
"291","MD00292.mzXML","AF-19407","Monimiaceae","Mollinedia","repanda","Mollinedia_repanda","molrep",-14.1892,-68.3339
"292","MD00293.mzXML","AF-19380","Monimiaceae","Mollinedia","repanda","Mollinedia_repanda","molrep",-14.1892,-68.3339
"293","MD00294.mzXML","AF-19436","Monimiaceae","Mollinedia","repanda","Mollinedia_repanda","molrep",-14.1892,-68.3339
"294","MD00295.mzXML","AF-19411","Symplocaceae","Symplocos","mapiriensis","Symplocos_mapiriensis","sym2map",-14.1892,-68.3339
"295","MD00296.mzXML","AF-19432","Melastomataceae","Miconia","LC-3463","Miconia_LC-3463","mic1LC3463",-14.1892,-68.3339
"296","MD00297.mzXML","AF-19417","Melastomataceae","Miconia","LC-3463","Miconia_LC-3463","mic1LC3463",-14.1892,-68.3339
"297","MD00298.mzXML","AF-19447","Melastomataceae","Miconia","LC-3463","Miconia_LC-3463","mic1LC3463",-14.1892,-68.3339
"298","MD00299.mzXML","AF-19399","Chloranthaceae","Hedyosmum","scabrum","Hedyosmum_scabrum","hedsca",-14.1892,-68.3339
"299","MD00300.mzXML","AF-19425","Chloranthaceae","Hedyosmum","scabrum","Hedyosmum_scabrum","hedsca",-14.1892,-68.3339
"300","MD00301.mzXML","AF-19426","Chloranthaceae","Hedyosmum","scabrum","Hedyosmum_scabrum","hedsca",-14.1892,-68.3339
"301","MD00302.mzXML","AF-19419","Araliaceae","Oreopanax","boliviensis","Oreopanax_boliviensis","orebol",-14.1892,-68.3339
"302","MD00303.mzXML","AF-19442","Aquifoliaceae","Ilex","LC-3781","Ilex_LC-3781","ileLC3781",-14.1892,-68.3339
"303","MD00304.mzXML","AF-19363","Araliaceae","Oreopanax","boliviensis","Oreopanax_boliviensis","orebol",-14.1892,-68.3339
"304","MD00305.mzXML","AF-19460","Symplocaceae","Symplocos","quitensis","Symplocos_quitensis","sym2qui",-14.1892,-68.3339
"305","MD00306.mzXML","AF-19401","Araliaceae","Oreopanax","boliviensis","Oreopanax_boliviensis","orebol",-14.1892,-68.3339
"306","MD00307.mzXML","AF-19376","Aquifoliaceae","Ilex","LC-3781","Ilex_LC-3781","ileLC3781",-14.1892,-68.3339
"307","MD00308.mzXML","AF-19461","Monimiaceae","Mollinedia","repanda","Mollinedia_repanda","molrep",-14.1892,-68.3339
"308","MD00309.mzXML","AF-19398","Symplocaceae","Symplocos","quitensis","Symplocos_quitensis","sym2qui",-14.1892,-68.3339
"309","MD00310.mzXML","AF-19445","Symplocaceae","Symplocos","quitensis","Symplocos_quitensis","sym2qui",-14.1892,-68.3339
"310","MD00311.mzXML","LC-3789","Melastomataceae","Tessmannianthus","ECQ-74","Tessmannianthus_ECQ-74","tesECQ74",-14.1892,-68.3339
"311","MD00312.mzXML","AF-19462","Melastomataceae","Tibouchina","calycina","Tibouchina_calycina","tibcal",-14.1892,-68.3339
"312","MD00313.mzXML","LC-3775","Melastomataceae","Tibouchina","calycina","Tibouchina_calycina","tibcal",-14.1892,-68.3339
"313","MD00314.mzXML","AF-19392","Asteraceae","Critoniopsis","choquetangensis","Critoniopsis_choquetangensis","cricho",-14.1892,-68.3339
"314","MD00315.mzXML","AF-19449","Asteraceae","Critoniopsis","choquetangensis","Critoniopsis_choquetangensis","cricho",-14.1892,-68.3339
"315","MD00388.mzXML","AF-19430","Solanaceae","Solanum","clandestinum","Solanum_clandestinum","solcla",-14.1892,-68.3339
"316","MD00389.mzXML","AF-19381","Aquifoliaceae","Ilex","LC-3781","Ilex_LC-3781","ileLC3781",-14.1892,-68.3339
"317","MD00390.mzXML","AF-19429","Monimiaceae","Mollinedia","repanda","Mollinedia_repanda","molrep",-14.1892,-68.3339
"318","MD00391.mzXML","AF-19421","Cunoniaceae","Weinmannia","davidsonii","Weinmannia_davidsonii","weidav",-14.1892,-68.3339
"319","MD00392.mzXML","AF-19385","Cunoniaceae","Weinmannia","pinnata","Weinmannia_pinnata","weipin",-14.1892,-68.3339
"320","MD00393.mzXML","AF-19408","Cunoniaceae","Weinmannia","davidsonii","Weinmannia_davidsonii","weidav",-14.1892,-68.3339
"321","MD00394.mzXML","AF-19390","Cunoniaceae","Weinmannia","pinnata","Weinmannia_pinnata","weipin",-14.1892,-68.3339
"322","MD00395.mzXML","AF-19372","Cunoniaceae","Weinmannia","davidsonii","Weinmannia_davidsonii","weidav",-14.1892,-68.3339
"323","MD00396.mzXML","AF-19443","Cunoniaceae","Weinmannia","pinnata","Weinmannia_pinnata","weipin",-14.1892,-68.3339
"324","MD00397.mzXML","AF-19440","Cunoniaceae","Weinmannia","pinnata","Weinmannia_pinnata","weipin",-14.1892,-68.3339
"325","MD00398.mzXML","LC-4291B","Cunoniaceae","Weinmannia","lechleriana","Weinmannia_lechleriana","weilec",-14.1892,-68.3339
"326","MD00399.mzXML","LC-4175B","Cunoniaceae","Weinmannia","lechleriana","Weinmannia_lechleriana","weilec",-14.1892,-68.3339
"327","MD00400.mzXML","LC-4221B","Cunoniaceae","Weinmannia","lechleriana","Weinmannia_lechleriana","weilec",-14.1892,-68.3339
"328","MD00401.mzXML","LC-4308B","Cunoniaceae","Weinmannia","lechleriana","Weinmannia_lechleriana","weilec",-14.1892,-68.3339
"329","MD00402.mzXML","LC-4545","Euphorbiaceae","Alchornea","glandulosa","Alchornea_glandulosa","alcgla",-14.1892,-68.3339
"330","MD00403.mzXML","LC-4544","Lauraceae","Ocotea","aciphylla","Ocotea_aciphylla","ocoaci",-14.1892,-68.3339
"331","MD00404.mzXML","LC-4527","Lauraceae","Ocotea","aciphylla","Ocotea_aciphylla","ocoaci",-14.1892,-68.3339
"332","MD00405.mzXML","LC-4581","Phyllanthaceae","Hieronyma","GAT-658","Hieronyma_GAT-658","hieGAT658",-14.1892,-68.3339
"333","MD00406.mzXML","LC-4570","Monimiaceae","Mollinedia","ovata","Mollinedia_ovata","molova",-14.1892,-68.3339
"334","MD00407.mzXML","LC-4594","Fabaceae","Inga","edulis","Inga_edulis","ingedu",-14.1892,-68.3339
"335","MD00408.mzXML","LC-4460","Theaceae","Gordonia","fruticosa","Gordonia_fruticosa","gorfru",-14.1892,-68.3339
"336","MD00409.mzXML","LC-4419B","Euphorbiaceae","Alchornea","glandulosa","Alchornea_glandulosa","alcgla",-14.1892,-68.3339
"337","MD00410.mzXML","LC-4628","Burseraceae","Protium","montanum","Protium_montanum","pro2mon",-14.1892,-68.3339
"338","MD00411.mzXML","LC-4538","Moraceae","Perebea","guianensis","Perebea_guianensis","per2gui",-14.1892,-68.3339
"339","MD00412.mzXML","LC-4517","Moraceae","Helicostylis","tovarensis","Helicostylis_tovarensis","hel2tov",-14.1892,-68.3339
"340","MD00413.mzXML","LC-4383B","Phyllanthaceae","Croizatia","NCH-25","Croizatia_NCH-25","cro1NCH25",-14.1892,-68.3339
"341","MD00414.mzXML","LC-4496","Monimiaceae","Mollinedia","ovata","Mollinedia_ovata","molova",-14.1892,-68.3339
"342","MD00415.mzXML","LC-4562","Lauraceae","Ocotea","aciphylla","Ocotea_aciphylla","ocoaci",-14.1892,-68.3339
"343","MD00416.mzXML","LC-4453","Myrtaceae","Calyptranthes","longifolia","Calyptranthes_longifolia","cal7lon",-14.1892,-68.3339
"344","MD00417.mzXML","LC-4616","Lauraceae","Pleurothyrium","trianae","Pleurothyrium_trianae","ple3tri",-14.1892,-68.3339
"345","MD00418.mzXML","LC-4579","Theaceae","Gordonia","fruticosa","Gordonia_fruticosa","gorfru",-14.1892,-68.3339
"346","MD00419.mzXML","LC-4604","Theaceae","Gordonia","fruticosa","Gordonia_fruticosa","gorfru",-14.1892,-68.3339
"347","MD00420.mzXML","LC-4472","Theaceae","Gordonia","fruticosa","Gordonia_fruticosa","gorfru",-14.1892,-68.3339
"348","MD00421.mzXML","LC-4559","Myristicaceae","Virola","AEC-312","Virola_AEC-312","virAEC312",-14.1892,-68.3339
"349","MD00422.mzXML","LC-4380B","Myristicaceae","Virola","AEC-312","Virola_AEC-312","virAEC312",-14.1892,-68.3339
"350","MD00423.mzXML","LC-4491","Fabaceae","Inga","multinervis","Inga_multinervis","ingmul",-14.1892,-68.3339
"351","MD00424.mzXML","LC-4450","Myrtaceae","Eugenia","florida","Eugenia_florida","eugflo",-14.1892,-68.3339
"352","MD00425.mzXML","LC-4457","Fabaceae","Inga","LC-4134B","Inga_LC-4134B","ingLC4134B",-14.1892,-68.3339
"353","MD00426.mzXML","LC-4414B","Sapindaceae","Cupania","CMG-2731","Cupania_CMG-2731","cupCMG2731",-14.1892,-68.3339
"354","MD00427.mzXML","LC-4425B","Araliaceae","Schefflera","vinosa","Schefflera_vinosa","sch2vin",-14.1892,-68.3339
"355","MD00428.mzXML","LC-4512","Lauraceae","Ocotea","LC-6779","Ocotea_LC-6779","ocoLC6779",-14.1892,-68.3339
"356","MD00429.mzXML","LC-4534","Myrtaceae","Calyptranthes","longifolia","Calyptranthes_longifolia","cal7lon",-14.1892,-68.3339
"357","MD00430.mzXML","LC-4515","Lauraceae","Ocotea","puberula","Ocotea_puberula","ocopub",-14.1892,-68.3339
"358","MD00431.mzXML","LC-4409B","Lauraceae","Pleurothyrium","trianae","Pleurothyrium_trianae","ple3tri",-14.1892,-68.3339
"359","MD00432.mzXML","LC-4585","Theaceae","Gordonia","fruticosa","Gordonia_fruticosa","gorfru",-14.1892,-68.3339
"360","MD00433.mzXML","LC-4565","Elaeocarpaceae","Sloanea","pubescens","Sloanea_pubescens","slopub",-14.1892,-68.3339
"361","MD00434.mzXML","LC-4509","Myrtaceae","Calyptranthes","longifolia","Calyptranthes_longifolia","cal7lon",-14.1892,-68.3339
"362","MD00435.mzXML","LC-4520","Fabaceae","Inga","alba","Inga_alba","ingalb",-14.1892,-68.3339
"363","MD00436.mzXML","LC-4536","Fabaceae","Inga","multinervis","Inga_multinervis","ingmul",-14.1892,-68.3339
"364","MD00437.mzXML","LC-4397B","Lauraceae","Aniba","muca","Aniba_muca","animuc",-14.1892,-68.3339
"365","MD00438.mzXML","LC-4542","Lauraceae","Pleurothyrium","LC-4542","Pleurothyrium_LC-4542","ple3LC4542",-14.1892,-68.3339
"366","MD00439.mzXML","LC-4528","Lauraceae","Ocotea","aciphylla","Ocotea_aciphylla","ocoaci",-14.1892,-68.3339
"367","MD00440.mzXML","LC-4474","Theaceae","Gordonia","fruticosa","Gordonia_fruticosa","gorfru",-14.1892,-68.3339
"368","MD00441.mzXML","LC-4456","Chrysobalanaceae","Hirtella","triandra","Hirtella_triandra","hir2tri",-14.1892,-68.3339
"369","MD00442.mzXML","LC-4448","Chrysobalanaceae","Licania","boliviensis","Licania_boliviensis","lic1bol",-14.1892,-68.3339
"370","MD00443.mzXML","LC-4378B","Lauraceae","Ocotea","aciphylla","Ocotea_aciphylla","ocoaci",-14.1892,-68.3339
"371","MD00444.mzXML","LC-4551","Fabaceae","Inga","striata","Inga_striata","ingstr1",-14.1892,-68.3339
"372","MD00445.mzXML","LC-4475","Salicaceae","Casearia","arborea","Casearia_arborea","casarb",-14.1892,-68.3339
"373","MD00446.mzXML","LC-4524","Lauraceae","Aniba","muca","Aniba_muca","animuc",-14.1892,-68.3339
"374","MD00447.mzXML","LC-4611","Lauraceae","Ocotea","NCH-209","Ocotea_NCH-209","ocoNCH209",-14.1892,-68.3339
"375","MD00448.mzXML","LC-4415B","Chrysobalanaceae","Hirtella","triandra","Hirtella_triandra","hir2tri",-14.1892,-68.3339
"376","MD00449.mzXML","LC-4532","Euphorbiaceae","Alchornea","glandulosa","Alchornea_glandulosa","alcgla",-14.1892,-68.3339
"377","MD00450.mzXML","LC-4424B","Elaeocarpaceae","Sloanea","pubescens","Sloanea_pubescens","slopub",-14.1892,-68.3339
"378","MD00451.mzXML","LC-4488","Nyctaginaceae","Neea","LC-2607","Neea_LC-2607","neeLC2607",-14.1892,-68.3339
"379","MD00452.mzXML","LC-4600","Fabaceae","Inga","LC-4134B","Inga_LC-4134B","ingLC4134B",-14.1892,-68.3339
"380","MD00453.mzXML","LC-4420B","Fabaceae","Inga","edulis","Inga_edulis","ingedu",-14.1892,-68.3339
"381","MD00454.mzXML","LC-4438","Myrtaceae","Eugenia","florida","Eugenia_florida","eugflo",-14.1892,-68.3339
"382","MD00455.mzXML","LC-4513","Myrtaceae","Eugenia","florida","Eugenia_florida","eugflo",-14.1892,-68.3339
"383","MD00456.mzXML","LC-4530","Lauraceae","Aniba","muca","Aniba_muca","animuc",-14.1892,-68.3339
"384","MD00457.mzXML","LC-4627","Myrtaceae","Eugenia","florida","Eugenia_florida","eugflo",-14.1892,-68.3339
